order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO63001,3826,10865,8/30/2023,4,121,9/1/2023,9/13/2023,484,11
SO63002,5105,11923,4/29/2023,3,457,5/1/2023,5/13/2023,1371,48
SO63003,1395,17378,10/9/2023,3,332,10/11/2023,10/23/2023,996,16
SO63004,3408,28020,12/18/2023,3,797,12/20/2023,1/1/2024,2391,51
SO63005,559,24422,12/27/2023,3,977,12/29/2023,1/10/2024,2931,12
SO63006,2417,17686,12/11/2023,4,357,12/13/2023,12/25/2023,1428,68
SO63007,5052,11682,2/12/2023,3,202,2/14/2023,2/26/2023,606,76
SO63008,799,23050,3/15/2023,4,154,3/17/2023,3/29/2023,616,18
SO63009,1391,31239,12/17/2023,4,847,12/19/2023,12/31/2023,3388,45
SO63010,1157,22632,4/17/2023,2,464,4/19/2023,5/1/2023,928,35
SO63011,5172,18784,9/10/2023,3,818,9/12/2023,9/24/2023,2454,74
SO63012,3556,21139,10/17/2023,5,422,10/19/2023,10/31/2023,2110,5
SO63013,5011,26198,9/27/2023,5,487,9/29/2023,10/11/2023,2435,46
SO63014,532,23659,6/18/2023,4,360,6/20/2023,7/2/2023,1440,86
SO63015,1574,13977,6/25/2023,2,668,6/27/2023,7/9/2023,1336,24
SO63016,4349,18923,11/9/2023,1,724,11/11/2023,11/23/2023,724,13
SO63017,4505,20920,6/19/2023,1,688,6/21/2023,7/3/2023,688,21
SO63018,3610,13188,10/24/2023,1,111,10/26/2023,11/7/2023,111,91
SO63019,2994,27320,2/12/2023,1,855,2/14/2023,2/26/2023,855,7
SO63020,757,23983,6/12/2023,5,57,6/14/2023,6/26/2023,285,40
SO63021,1516,28410,10/28/2023,2,624,10/30/2023,11/11/2023,1248,70
SO63022,2312,22345,2/8/2023,4,734,2/10/2023,2/22/2023,2936,94
SO63023,925,14060,1/6/2023,3,459,1/8/2023,1/20/2023,1377,82
SO63024,3060,31126,6/9/2023,1,485,6/11/2023,6/23/2023,485,42
SO63025,548,18728,12/6/2023,1,785,12/8/2023,12/20/2023,785,16
SO63026,4005,24278,12/16/2023,4,420,12/18/2023,12/30/2023,1680,14
SO63027,3142,24650,1/27/2023,1,447,1/29/2023,2/10/2023,447,31
SO63028,4013,30235,2/12/2023,5,920,2/14/2023,2/26/2023,4600,66
SO63029,3648,33967,11/29/2023,4,261,12/1/2023,12/13/2023,1044,41
SO63030,3548,31300,6/5/2023,1,812,6/7/2023,6/19/2023,812,14
SO63031,3585,16959,8/2/2023,4,486,8/4/2023,8/16/2023,1944,75
SO63032,1174,27604,12/19/2023,5,404,12/21/2023,1/2/2024,2020,62
SO63033,1089,16874,4/16/2023,1,514,4/18/2023,4/30/2023,514,80
SO63034,4616,29138,4/14/2023,5,724,4/16/2023,4/28/2023,3620,24
SO63035,2457,24324,12/5/2023,1,853,12/7/2023,12/19/2023,853,75
SO63036,2775,22916,5/9/2023,2,82,5/11/2023,5/23/2023,164,4
SO63037,946,12244,10/12/2023,2,132,10/14/2023,10/26/2023,264,84
SO63038,696,13573,2/19/2023,5,131,2/21/2023,3/5/2023,655,97
SO63039,2321,14052,10/17/2023,2,518,10/19/2023,10/31/2023,1036,92
SO63040,4783,11942,4/22/2023,4,509,4/24/2023,5/6/2023,2036,49
SO63041,2638,18630,1/18/2023,3,224,1/20/2023,2/1/2023,672,21
SO63042,1442,18523,5/10/2023,5,474,5/12/2023,5/24/2023,2370,46
SO63043,4331,16016,7/12/2023,4,260,7/14/2023,7/26/2023,1040,66
SO63044,4618,18625,1/6/2023,4,871,1/8/2023,1/20/2023,3484,22
SO63045,974,16451,11/17/2023,3,85,11/19/2023,12/1/2023,255,68
SO63046,3813,16173,10/8/2023,5,850,10/10/2023,10/22/2023,4250,45
SO63047,4816,26765,11/7/2023,5,463,11/9/2023,11/21/2023,2315,20
SO63048,3432,11041,12/2/2023,2,465,12/4/2023,12/16/2023,930,82
SO63049,4794,16167,3/22/2023,2,564,3/24/2023,4/5/2023,1128,43
SO63050,3875,10589,7/22/2023,4,955,7/24/2023,8/5/2023,3820,61
SO63051,4914,16519,11/9/2023,5,24,11/11/2023,11/23/2023,120,9
SO63052,1025,30831,6/30/2023,1,213,7/2/2023,7/14/2023,213,76
SO63053,2335,32490,11/24/2023,4,679,11/26/2023,12/8/2023,2716,91
SO63054,2906,20605,3/30/2023,3,967,4/1/2023,4/13/2023,2901,11
SO63055,4873,16702,12/27/2023,3,608,12/29/2023,1/10/2024,1824,40
SO63056,1910,21158,9/17/2023,4,182,9/19/2023,10/1/2023,728,49
SO63057,2827,28655,10/20/2023,3,291,10/22/2023,11/3/2023,873,44
SO63058,4417,14096,1/19/2023,4,927,1/21/2023,2/2/2023,3708,87
SO63059,5304,19292,10/4/2023,5,469,10/6/2023,10/18/2023,2345,10
SO63060,2859,23923,12/15/2023,2,723,12/17/2023,12/29/2023,1446,70
SO63061,2955,29908,9/30/2023,5,869,10/2/2023,10/14/2023,4345,35
SO63062,5017,10192,11/25/2023,2,352,11/27/2023,12/9/2023,704,55
SO63063,4029,32797,7/3/2023,3,340,7/5/2023,7/17/2023,1020,90
SO63064,5280,13386,8/31/2023,5,302,9/2/2023,9/14/2023,1510,56
SO63065,4144,27511,11/9/2023,5,237,11/11/2023,11/23/2023,1185,22
SO63066,2076,15665,1/4/2023,4,883,1/6/2023,1/18/2023,3532,49
SO63067,5046,21433,12/5/2023,3,465,12/7/2023,12/19/2023,1395,4
SO63068,5301,18654,10/12/2023,4,705,10/14/2023,10/26/2023,2820,13
SO63069,3601,29441,1/3/2023,5,991,1/5/2023,1/17/2023,4955,1
SO63070,2226,34649,6/4/2023,3,358,6/6/2023,6/18/2023,1074,76
SO63071,4648,28210,12/17/2023,1,137,12/19/2023,12/31/2023,137,75
SO63072,5087,25604,8/11/2023,5,616,8/13/2023,8/25/2023,3080,40
SO63073,4226,12621,8/26/2023,1,863,8/28/2023,9/9/2023,863,34
SO63074,1466,20075,8/23/2023,2,361,8/25/2023,9/6/2023,722,41
SO63075,2868,33129,3/8/2023,2,523,3/10/2023,3/22/2023,1046,18
SO63076,3950,25594,5/17/2023,1,839,5/19/2023,5/31/2023,839,85
SO63077,2587,18769,3/19/2023,2,559,3/21/2023,4/2/2023,1118,98
SO63078,1559,26375,5/5/2023,5,931,5/7/2023,5/19/2023,4655,57
SO63079,1144,17547,1/2/2023,2,901,1/4/2023,1/16/2023,1802,85
SO63080,4686,34081,12/13/2023,5,387,12/15/2023,12/27/2023,1935,46
SO63081,3571,17970,10/17/2023,4,155,10/19/2023,10/31/2023,620,97
SO63082,1892,28570,12/18/2023,3,638,12/20/2023,1/1/2024,1914,39
SO63083,1654,26351,11/24/2023,1,743,11/26/2023,12/8/2023,743,49
SO63084,4540,29228,10/28/2023,2,66,10/30/2023,11/11/2023,132,67
SO63085,1831,11949,4/13/2023,3,346,4/15/2023,4/27/2023,1038,5
SO63086,3386,30157,5/15/2023,2,845,5/17/2023,5/29/2023,1690,71
SO63087,5057,20149,10/28/2023,3,673,10/30/2023,11/11/2023,2019,54
SO63088,4861,11759,3/5/2023,4,815,3/7/2023,3/19/2023,3260,67
SO63089,2228,16723,9/29/2023,4,162,10/1/2023,10/13/2023,648,70
SO63090,757,14128,12/14/2023,3,526,12/16/2023,12/28/2023,1578,32
SO63091,3703,11945,2/10/2023,2,34,2/12/2023,2/24/2023,68,93
SO63092,2939,24616,9/30/2023,5,476,10/2/2023,10/14/2023,2380,43
SO63093,3419,18987,3/5/2023,2,343,3/7/2023,3/19/2023,686,52
SO63094,2076,10981,12/20/2023,5,314,12/22/2023,1/3/2024,1570,98
SO63095,4109,25214,3/15/2023,3,577,3/17/2023,3/29/2023,1731,3
SO63096,3142,27709,12/5/2023,4,318,12/7/2023,12/19/2023,1272,53
SO63097,1929,23146,5/31/2023,2,739,6/2/2023,6/14/2023,1478,60
SO63098,3329,33664,6/1/2023,5,432,6/3/2023,6/15/2023,2160,98
SO63099,2276,28493,11/19/2023,5,724,11/21/2023,12/3/2023,3620,73
SO63100,3209,34932,10/22/2023,5,853,10/24/2023,11/5/2023,4265,14
SO63101,3826,19104,12/17/2023,3,287,12/19/2023,12/31/2023,861,99
SO63102,2875,32970,6/3/2023,4,676,6/5/2023,6/17/2023,2704,70
SO63103,4092,20775,3/6/2023,3,345,3/8/2023,3/20/2023,1035,35
SO63104,5173,14721,11/20/2023,4,248,11/22/2023,12/4/2023,992,82
SO63105,601,14663,9/15/2023,5,450,9/17/2023,9/29/2023,2250,58
SO63106,4336,16547,4/4/2023,4,218,4/6/2023,4/18/2023,872,21
SO63107,4310,20159,2/22/2023,4,858,2/24/2023,3/8/2023,3432,28
SO63108,3375,28605,5/22/2023,5,116,5/24/2023,6/5/2023,580,2
SO63109,5258,13594,12/29/2023,1,343,12/31/2023,1/12/2024,343,25
SO63110,3433,32916,2/7/2023,2,376,2/9/2023,2/21/2023,752,29
SO63111,3901,21535,2/15/2023,4,898,2/17/2023,3/1/2023,3592,24
SO63112,2927,21427,8/28/2023,5,81,8/30/2023,9/11/2023,405,24
SO63113,4213,22118,3/3/2023,2,374,3/5/2023,3/17/2023,748,26
SO63114,2271,15947,12/2/2023,3,783,12/4/2023,12/16/2023,2349,27
SO63115,1421,31838,9/15/2023,1,643,9/17/2023,9/29/2023,643,80
SO63116,3473,17173,2/22/2023,1,497,2/24/2023,3/8/2023,497,84
SO63117,2173,13542,11/25/2023,5,819,11/27/2023,12/9/2023,4095,76
SO63118,992,23286,1/31/2023,5,885,2/2/2023,2/14/2023,4425,46
SO63119,1355,21005,2/5/2023,5,744,2/7/2023,2/19/2023,3720,93
SO63120,4260,24015,6/3/2023,3,585,6/5/2023,6/17/2023,1755,15
SO63121,2891,10646,1/27/2023,1,817,1/29/2023,2/10/2023,817,7
SO63122,4084,31080,1/20/2023,5,902,1/22/2023,2/3/2023,4510,91
SO63123,3654,14576,8/12/2023,3,268,8/14/2023,8/26/2023,804,10
SO63124,2986,10266,8/2/2023,1,52,8/4/2023,8/16/2023,52,12
SO63125,1463,10725,10/26/2023,3,797,10/28/2023,11/9/2023,2391,25
SO63126,5101,13508,7/10/2023,1,208,7/12/2023,7/24/2023,208,99
SO63127,2031,19441,12/2/2023,3,143,12/4/2023,12/16/2023,429,97
SO63128,4752,13468,6/10/2023,2,643,6/12/2023,6/24/2023,1286,64
SO63129,1041,33781,10/10/2023,1,95,10/12/2023,10/24/2023,95,58
SO63130,5094,21341,1/21/2023,3,842,1/23/2023,2/4/2023,2526,67
SO63131,4016,16502,1/27/2023,1,997,1/29/2023,2/10/2023,997,30
SO63132,5371,16724,12/22/2023,5,485,12/24/2023,1/5/2024,2425,92
SO63133,631,29729,1/14/2023,3,45,1/16/2023,1/28/2023,135,75
SO63134,523,24316,9/8/2023,1,570,9/10/2023,9/22/2023,570,22
SO63135,711,33135,7/19/2023,1,43,7/21/2023,8/2/2023,43,42
SO63136,1483,21183,6/21/2023,1,944,6/23/2023,7/5/2023,944,27
SO63137,2947,30978,3/18/2023,4,427,3/20/2023,4/1/2023,1708,100
SO63138,2996,11344,1/12/2023,5,350,1/14/2023,1/26/2023,1750,91
SO63139,4689,13022,9/10/2023,2,717,9/12/2023,9/24/2023,1434,99
SO63140,1995,27899,3/18/2023,3,851,3/20/2023,4/1/2023,2553,23
SO63141,1861,30279,9/8/2023,2,745,9/10/2023,9/22/2023,1490,54
SO63142,1227,25751,2/24/2023,1,997,2/26/2023,3/10/2023,997,71
SO63143,2286,26308,7/22/2023,1,897,7/24/2023,8/5/2023,897,52
SO63144,2889,29727,4/21/2023,3,249,4/23/2023,5/5/2023,747,93
SO63145,2502,27462,4/11/2023,4,592,4/13/2023,4/25/2023,2368,100
SO63146,3334,20849,7/8/2023,5,93,7/10/2023,7/22/2023,465,61
SO63147,1070,28821,6/21/2023,1,791,6/23/2023,7/5/2023,791,38
SO63148,4075,24683,10/25/2023,2,52,10/27/2023,11/8/2023,104,43
SO63149,4003,28653,7/30/2023,1,698,8/1/2023,8/13/2023,698,33
SO63150,1359,11304,12/14/2023,4,867,12/16/2023,12/28/2023,3468,22
SO63151,1896,29509,1/1/2023,1,245,1/3/2023,1/15/2023,245,78
SO63152,1905,26734,11/10/2023,1,599,11/12/2023,11/24/2023,599,88
SO63153,1188,18987,9/17/2023,5,465,9/19/2023,10/1/2023,2325,46
SO63154,2009,27129,9/19/2023,2,950,9/21/2023,10/3/2023,1900,34
SO63155,4092,21291,5/7/2023,5,430,5/9/2023,5/21/2023,2150,30
SO63156,639,14174,3/5/2023,4,665,3/7/2023,3/19/2023,2660,33
SO63157,741,32500,5/19/2023,5,958,5/21/2023,6/2/2023,4790,100
SO63158,4991,23690,6/9/2023,4,46,6/11/2023,6/23/2023,184,26
SO63159,946,13741,5/23/2023,1,299,5/25/2023,6/6/2023,299,68
SO63160,3105,20926,1/15/2023,4,430,1/17/2023,1/29/2023,1720,22
SO63161,1047,24581,5/29/2023,4,453,5/31/2023,6/12/2023,1812,59
SO63162,2651,22646,1/16/2023,2,613,1/18/2023,1/30/2023,1226,29
SO63163,5232,26625,5/14/2023,1,41,5/16/2023,5/28/2023,41,43
SO63164,1887,33481,3/14/2023,3,165,3/16/2023,3/28/2023,495,9
SO63165,3749,14618,8/5/2023,1,405,8/7/2023,8/19/2023,405,86
SO63166,1472,31495,5/11/2023,1,187,5/13/2023,5/25/2023,187,77
SO63167,4761,17524,10/30/2023,4,33,11/1/2023,11/13/2023,132,33
SO63168,4260,22614,4/2/2023,2,29,4/4/2023,4/16/2023,58,19
SO63169,1144,25882,3/31/2023,1,59,4/2/2023,4/14/2023,59,64
SO63170,1040,27706,6/3/2023,4,38,6/5/2023,6/17/2023,152,1
SO63171,3937,28102,8/25/2023,1,927,8/27/2023,9/8/2023,927,3
SO63172,2269,15636,5/29/2023,4,475,5/31/2023,6/12/2023,1900,30
SO63173,4626,26391,5/30/2023,4,538,6/1/2023,6/13/2023,2152,43
SO63174,4261,33891,12/29/2023,3,600,12/31/2023,1/12/2024,1800,21
SO63175,3906,25728,12/24/2023,4,31,12/26/2023,1/7/2024,124,90
SO63176,5159,21532,12/29/2023,1,219,12/31/2023,1/12/2024,219,1
SO63177,783,33171,9/8/2023,5,105,9/10/2023,9/22/2023,525,66
SO63178,5151,33329,10/5/2023,1,216,10/7/2023,10/19/2023,216,52
SO63179,2677,25655,8/21/2023,3,427,8/23/2023,9/4/2023,1281,81
SO63180,1157,28008,1/7/2023,5,619,1/9/2023,1/21/2023,3095,41
SO63181,5211,25555,7/4/2023,4,255,7/6/2023,7/18/2023,1020,99
SO63182,2863,14384,5/19/2023,1,636,5/21/2023,6/2/2023,636,2
SO63183,2075,20054,4/25/2023,5,613,4/27/2023,5/9/2023,3065,100
SO63184,3644,28720,6/11/2023,3,579,6/13/2023,6/25/2023,1737,75
SO63185,5037,14862,9/25/2023,4,51,9/27/2023,10/9/2023,204,63
SO63186,5448,10579,11/15/2023,5,393,11/17/2023,11/29/2023,1965,74
SO63187,3961,22826,5/29/2023,3,112,5/31/2023,6/12/2023,336,63
SO63188,4689,26214,10/28/2023,1,97,10/30/2023,11/11/2023,97,79
SO63189,1608,21024,11/9/2023,2,303,11/11/2023,11/23/2023,606,94
SO63190,995,21088,6/15/2023,1,604,6/17/2023,6/29/2023,604,27
SO63191,5111,26678,3/4/2023,2,556,3/6/2023,3/18/2023,1112,48
SO63192,535,24206,10/26/2023,2,306,10/28/2023,11/9/2023,612,79
SO63193,4990,23271,2/28/2023,4,41,3/2/2023,3/14/2023,164,83
SO63194,3639,11537,1/27/2023,3,952,1/29/2023,2/10/2023,2856,13
SO63195,2044,17547,6/11/2023,5,932,6/13/2023,6/25/2023,4660,20
SO63196,3454,34529,5/25/2023,3,663,5/27/2023,6/8/2023,1989,66
SO63197,3696,26029,6/9/2023,1,455,6/11/2023,6/23/2023,455,69
SO63198,1025,18703,8/14/2023,1,410,8/16/2023,8/28/2023,410,82
SO63199,1122,23793,11/17/2023,5,981,11/19/2023,12/1/2023,4905,63
SO63200,2240,18254,11/22/2023,4,860,11/24/2023,12/6/2023,3440,22
SO63201,925,13759,10/6/2023,4,236,10/8/2023,10/20/2023,944,34
SO63202,2887,32737,9/26/2023,2,467,9/28/2023,10/10/2023,934,6
SO63203,3465,10233,7/16/2023,5,446,7/18/2023,7/30/2023,2230,41
SO63204,3375,22191,10/27/2023,3,339,10/29/2023,11/10/2023,1017,72
SO63205,3709,27469,10/14/2023,1,917,10/16/2023,10/28/2023,917,60
SO63206,4840,22694,10/2/2023,3,547,10/4/2023,10/16/2023,1641,70
SO63207,2413,18314,4/12/2023,4,314,4/14/2023,4/26/2023,1256,90
SO63208,3335,26763,4/23/2023,2,744,4/25/2023,5/7/2023,1488,11
SO63209,5126,29958,10/29/2023,2,833,10/31/2023,11/12/2023,1666,45
SO63210,4690,20918,2/24/2023,4,440,2/26/2023,3/10/2023,1760,16
SO63211,4872,14015,1/15/2023,3,301,1/17/2023,1/29/2023,903,49
SO63212,3120,34092,1/15/2023,1,986,1/17/2023,1/29/2023,986,8
SO63213,733,16157,8/11/2023,1,68,8/13/2023,8/25/2023,68,47
SO63214,2855,33443,6/1/2023,5,597,6/3/2023,6/15/2023,2985,97
SO63215,4023,33881,8/25/2023,2,115,8/27/2023,9/8/2023,230,14
SO63216,3385,19961,6/15/2023,1,118,6/17/2023,6/29/2023,118,6
SO63217,5427,16417,5/31/2023,4,709,6/2/2023,6/14/2023,2836,85
SO63218,1747,22869,10/1/2023,4,153,10/3/2023,10/15/2023,612,75
SO63219,1714,32093,10/6/2023,1,708,10/8/2023,10/20/2023,708,49
SO63220,1042,10869,7/8/2023,5,800,7/10/2023,7/22/2023,4000,84
SO63221,1453,31784,6/13/2023,2,530,6/15/2023,6/27/2023,1060,60
SO63222,4965,14220,3/17/2023,5,961,3/19/2023,3/31/2023,4805,41
SO63223,2374,10113,8/14/2023,1,713,8/16/2023,8/28/2023,713,31
SO63224,1663,21038,4/20/2023,5,410,4/22/2023,5/4/2023,2050,76
SO63225,5235,13854,6/28/2023,3,499,6/30/2023,7/12/2023,1497,68
SO63226,2584,26475,11/6/2023,5,210,11/8/2023,11/20/2023,1050,15
SO63227,3636,18054,8/7/2023,5,134,8/9/2023,8/21/2023,670,78
SO63228,2078,12259,10/16/2023,3,820,10/18/2023,10/30/2023,2460,35
SO63229,1486,30711,12/28/2023,5,611,12/30/2023,1/11/2024,3055,28
SO63230,2373,21781,6/11/2023,1,226,6/13/2023,6/25/2023,226,89
SO63231,4892,15741,2/7/2023,3,127,2/9/2023,2/21/2023,381,34
SO63232,1567,11158,7/15/2023,2,607,7/17/2023,7/29/2023,1214,46
SO63233,2955,31527,2/5/2023,5,163,2/7/2023,2/19/2023,815,24
SO63234,1630,32223,11/11/2023,2,529,11/13/2023,11/25/2023,1058,37
SO63235,3367,27933,3/15/2023,4,61,3/17/2023,3/29/2023,244,65
SO63236,2408,27525,2/15/2023,4,533,2/17/2023,3/1/2023,2132,37
SO63237,3508,10816,4/25/2023,5,71,4/27/2023,5/9/2023,355,50
SO63238,957,28004,9/18/2023,2,506,9/20/2023,10/2/2023,1012,25
SO63239,2634,17004,5/23/2023,4,326,5/25/2023,6/6/2023,1304,16
SO63240,3756,31720,7/23/2023,5,165,7/25/2023,8/6/2023,825,32
SO63241,1753,16655,5/3/2023,4,249,5/5/2023,5/17/2023,996,67
SO63242,5201,23897,6/28/2023,3,315,6/30/2023,7/12/2023,945,13
SO63243,1643,28966,3/5/2023,4,722,3/7/2023,3/19/2023,2888,96
SO63244,1329,28618,4/16/2023,2,85,4/18/2023,4/30/2023,170,64
SO63245,3828,19174,8/26/2023,5,606,8/28/2023,9/9/2023,3030,56
SO63246,4770,33997,10/15/2023,5,20,10/17/2023,10/29/2023,100,11
SO63247,1170,18708,11/14/2023,5,137,11/16/2023,11/28/2023,685,70
SO63248,2347,25912,9/27/2023,5,941,9/29/2023,10/11/2023,4705,91
SO63249,2153,12859,12/21/2023,5,973,12/23/2023,1/4/2024,4865,54
SO63250,2209,26459,6/26/2023,5,275,6/28/2023,7/10/2023,1375,42
SO63251,4006,18477,10/4/2023,3,736,10/6/2023,10/18/2023,2208,71
SO63252,1162,18465,10/15/2023,4,56,10/17/2023,10/29/2023,224,10
SO63253,3730,11736,12/3/2023,5,734,12/5/2023,12/17/2023,3670,60
SO63254,4535,32506,8/6/2023,5,831,8/8/2023,8/20/2023,4155,66
SO63255,1223,19017,12/1/2023,2,320,12/3/2023,12/15/2023,640,46
SO63256,641,25848,2/20/2023,5,363,2/22/2023,3/6/2023,1815,32
SO63257,2839,28410,2/2/2023,2,296,2/4/2023,2/16/2023,592,61
SO63258,5414,19705,8/27/2023,1,147,8/29/2023,9/10/2023,147,35
SO63259,3261,12529,7/6/2023,4,301,7/8/2023,7/20/2023,1204,56
SO63260,1919,31558,10/3/2023,4,357,10/5/2023,10/17/2023,1428,22
SO63261,3332,18217,12/2/2023,2,233,12/4/2023,12/16/2023,466,37
SO63262,568,26855,1/6/2023,4,336,1/8/2023,1/20/2023,1344,62
SO63263,3174,33651,3/8/2023,1,520,3/10/2023,3/22/2023,520,14
SO63264,3544,16541,8/20/2023,4,908,8/22/2023,9/3/2023,3632,70
SO63265,4538,32967,4/4/2023,3,804,4/6/2023,4/18/2023,2412,4
SO63266,669,19514,12/28/2023,1,772,12/30/2023,1/11/2024,772,62
SO63267,1177,23613,1/13/2023,2,330,1/15/2023,1/27/2023,660,7
SO63268,2695,20963,12/19/2023,1,181,12/21/2023,1/2/2024,181,76
SO63269,1222,20370,7/19/2023,3,215,7/21/2023,8/2/2023,645,46
SO63270,2213,11675,5/6/2023,2,316,5/8/2023,5/20/2023,632,43
SO63271,4669,33772,1/22/2023,1,494,1/24/2023,2/5/2023,494,84
SO63272,2282,29103,12/31/2023,4,534,1/2/2024,1/14/2024,2136,67
SO63273,2033,28931,8/26/2023,4,192,8/28/2023,9/9/2023,768,59
SO63274,4716,33705,12/5/2023,5,887,12/7/2023,12/19/2023,4435,87
SO63275,2539,27253,2/1/2023,4,906,2/3/2023,2/15/2023,3624,48
SO63276,3737,24701,8/24/2023,5,312,8/26/2023,9/7/2023,1560,61
SO63277,4222,34104,2/10/2023,2,502,2/12/2023,2/24/2023,1004,86
SO63278,3384,28785,10/2/2023,5,36,10/4/2023,10/16/2023,180,34
SO63279,2943,18385,3/3/2023,3,489,3/5/2023,3/17/2023,1467,22
SO63280,4431,32451,2/13/2023,2,784,2/15/2023,2/27/2023,1568,65
SO63281,3605,29437,1/11/2023,1,937,1/13/2023,1/25/2023,937,56
SO63282,4654,15801,1/31/2023,3,670,2/2/2023,2/14/2023,2010,11
SO63283,3496,14384,11/29/2023,5,406,12/1/2023,12/13/2023,2030,41
SO63284,3635,18769,4/20/2023,3,618,4/22/2023,5/4/2023,1854,97
SO63285,3888,16753,11/10/2023,5,114,11/12/2023,11/24/2023,570,46
SO63286,4253,32507,7/16/2023,2,262,7/18/2023,7/30/2023,524,99
SO63287,4035,15283,1/27/2023,4,712,1/29/2023,2/10/2023,2848,57
SO63288,2679,33949,6/8/2023,1,918,6/10/2023,6/22/2023,918,12
SO63289,907,32937,6/2/2023,5,591,6/4/2023,6/16/2023,2955,11
SO63290,1558,16607,7/31/2023,5,292,8/2/2023,8/14/2023,1460,61
SO63291,523,15715,11/29/2023,1,680,12/1/2023,12/13/2023,680,77
SO63292,2219,13765,8/16/2023,5,383,8/18/2023,8/30/2023,1915,67
SO63293,1259,21233,12/3/2023,5,644,12/5/2023,12/17/2023,3220,93
SO63294,2238,19640,10/10/2023,1,558,10/12/2023,10/24/2023,558,24
SO63295,4610,12227,10/7/2023,3,182,10/9/2023,10/21/2023,546,76
SO63296,5141,34796,6/24/2023,5,60,6/26/2023,7/8/2023,300,15
SO63297,2881,24856,4/24/2023,1,423,4/26/2023,5/8/2023,423,85
SO63298,1031,18356,10/10/2023,2,695,10/12/2023,10/24/2023,1390,6
SO63299,1943,22914,2/12/2023,3,649,2/14/2023,2/26/2023,1947,77
SO63300,655,27074,9/17/2023,2,170,9/19/2023,10/1/2023,340,29
SO63301,3084,11608,2/22/2023,5,714,2/24/2023,3/8/2023,3570,29
SO63302,3133,28555,2/12/2023,3,711,2/14/2023,2/26/2023,2133,100
SO63303,3103,25331,6/12/2023,1,186,6/14/2023,6/26/2023,186,14
SO63304,926,20939,3/16/2023,1,356,3/18/2023,3/30/2023,356,30
SO63305,3077,29633,8/31/2023,5,609,9/2/2023,9/14/2023,3045,52
SO63306,4771,11424,12/14/2023,2,134,12/16/2023,12/28/2023,268,24
SO63307,3844,16314,3/14/2023,4,814,3/16/2023,3/28/2023,3256,7
SO63308,1413,30186,8/24/2023,4,557,8/26/2023,9/7/2023,2228,39
SO63309,4645,23542,12/15/2023,1,769,12/17/2023,12/29/2023,769,53
SO63310,3041,28673,9/8/2023,4,715,9/10/2023,9/22/2023,2860,85
SO63311,5186,16972,6/23/2023,4,32,6/25/2023,7/7/2023,128,47
SO63312,775,21008,9/15/2023,5,152,9/17/2023,9/29/2023,760,78
SO63313,4194,23345,9/17/2023,2,837,9/19/2023,10/1/2023,1674,68
SO63314,2265,20160,11/6/2023,3,937,11/8/2023,11/20/2023,2811,92
SO63315,4120,28562,7/12/2023,4,523,7/14/2023,7/26/2023,2092,86
SO63316,2738,19760,7/17/2023,5,268,7/19/2023,7/31/2023,1340,6
SO63317,2131,29770,1/17/2023,2,707,1/19/2023,1/31/2023,1414,22
SO63318,5141,22021,2/24/2023,2,742,2/26/2023,3/10/2023,1484,53
SO63319,690,32240,2/13/2023,3,281,2/15/2023,2/27/2023,843,64
SO63320,4597,10316,12/8/2023,1,500,12/10/2023,12/22/2023,500,41
SO63321,1832,18181,3/31/2023,1,314,4/2/2023,4/14/2023,314,86
SO63322,2869,13716,5/23/2023,5,66,5/25/2023,6/6/2023,330,32
SO63323,4188,15057,5/26/2023,2,896,5/28/2023,6/9/2023,1792,35
SO63324,2599,33201,7/4/2023,4,752,7/6/2023,7/18/2023,3008,57
SO63325,3326,12335,5/17/2023,1,945,5/19/2023,5/31/2023,945,82
SO63326,4813,32073,1/15/2023,4,319,1/17/2023,1/29/2023,1276,9
SO63327,3121,10163,6/21/2023,4,730,6/23/2023,7/5/2023,2920,50
SO63328,3149,19714,9/27/2023,2,768,9/29/2023,10/11/2023,1536,7
SO63329,4237,22395,2/20/2023,3,355,2/22/2023,3/6/2023,1065,21
SO63330,4980,16561,1/12/2023,2,90,1/14/2023,1/26/2023,180,50
SO63331,2122,27445,10/25/2023,2,845,10/27/2023,11/8/2023,1690,86
SO63332,1712,10705,8/1/2023,5,604,8/3/2023,8/15/2023,3020,92
SO63333,5250,26359,7/16/2023,2,173,7/18/2023,7/30/2023,346,9
SO63334,5050,14088,10/28/2023,5,116,10/30/2023,11/11/2023,580,88
SO63335,4927,30570,8/5/2023,5,446,8/7/2023,8/19/2023,2230,73
SO63336,3356,20377,10/25/2023,5,800,10/27/2023,11/8/2023,4000,31
SO63337,4652,15529,12/25/2023,3,205,12/27/2023,1/8/2024,615,42
SO63338,4747,22717,2/19/2023,4,810,2/21/2023,3/5/2023,3240,59
SO63339,3018,30467,3/17/2023,4,716,3/19/2023,3/31/2023,2864,11
SO63340,4548,29523,12/14/2023,3,536,12/16/2023,12/28/2023,1608,69
SO63341,4779,15549,8/11/2023,5,767,8/13/2023,8/25/2023,3835,49
SO63342,5403,15052,10/16/2023,2,877,10/18/2023,10/30/2023,1754,22
SO63343,1455,14240,10/18/2023,5,465,10/20/2023,11/1/2023,2325,47
SO63344,2785,27990,5/18/2023,1,108,5/20/2023,6/1/2023,108,3
SO63345,3848,23110,1/12/2023,4,112,1/14/2023,1/26/2023,448,27
